id,subtaskID,answer
120944,3,8.16
120944,4,1
120945,3,8.98
120945,4,0
120946,3,4.38
120946,4,1
120947,3,4.95
120947,4,0
120948,3,1.32
120948,4,0
120949,3,2.4
120949,4,1
120950,3,3.58
120950,4,1
120951,3,8.74
120951,4,0
120952,3,1.34
120952,4,1
120953,3,3.73
120953,4,0
120954,3,2.14
120954,4,0
120955,3,8.45
120955,4,1
120956,3,2.94
120956,4,0
120957,3,5.12
120957,4,1
120958,3,1.47
120958,4,1
120959,3,4.7
120959,4,0
120960,3,6.74
120960,4,1
120961,3,2.19
120961,4,1
120962,3,5.65
120962,4,1
120963,3,1.37
120963,4,1
120964,3,3.44
120964,4,1
120965,3,7.7
120965,4,1
120966,3,1.23
120966,4,0
120967,3,1.73
120967,4,0
120968,3,7.26
120968,4,0
120969,3,1.52
120969,4,1
120970,3,2.41
120970,4,1
120971,3,3.16
120971,4,1
120972,3,7.43
120972,4,1
120973,3,9.41
120973,4,0
120974,3,9.59
120974,4,0
120975,3,6.91
120975,4,0
120976,3,6.51
120976,4,0
120977,3,1.43
120977,4,1
120978,3,4.2
120978,4,0
120979,3,2.08
120979,4,0
120980,3,2.04
120980,4,0
120981,3,1.85
120981,4,1
120982,3,8.7
120982,4,1
120983,3,2.58
120983,4,1
120984,3,1.88
120984,4,1
120985,3,8.26
120985,4,1
120986,3,2.56
120986,4,1
120987,3,6.85
120987,4,1
120988,3,6.54
120988,4,0
120989,3,8.98
120989,4,1
120990,3,4.37
120990,4,1
120991,3,9.4
120991,4,1
120992,3,8.71
120992,4,0
120993,3,7.16
120993,4,1
120994,3,1.64
120994,4,0
120995,3,9.5
120995,4,1
120996,3,6.27
120996,4,0
120997,3,8.21
120997,4,1
120998,3,4.49
120998,4,1
120999,3,2.16
120999,4,0
121000,3,5.91
121000,4,0
121001,3,6.63
121001,4,0
121002,3,9.65
121002,4,1
121003,3,2.86
121003,4,0
121004,3,1.62
121004,4,0
121005,3,4.4
121005,4,0
121006,3,1.85
121006,4,0
121007,3,4.03
121007,4,1
121008,3,3.87
121008,4,1
121009,3,7.13
121009,4,1
121010,3,8.33
121010,4,0
121011,3,5.46
121011,4,1
121012,3,7.27
121012,4,0
121013,3,9.43
121013,4,1
121014,3,7.62
121014,4,0
121015,3,9.71
121015,4,1
121016,3,2.6
121016,4,0
121017,3,6.12
121017,4,0
121018,3,9.91
121018,4,1
121019,3,2.15
121019,4,0
121020,3,7.99
121020,4,1
121021,3,8.8
121021,4,1
121022,3,8.73
121022,4,0
121023,3,7.12
121023,4,0
121024,3,7.79
121024,4,0
121025,3,4.4
121025,4,0
121026,3,5.55
121026,4,1
121027,3,4.51
121027,4,0
121028,3,9.06
121028,4,0
121029,3,1.48
121029,4,0
121030,3,9.15
121030,4,1
121031,3,4.19
121031,4,1
121032,3,9.55
121032,4,1
121033,3,5.34
121033,4,1
121034,3,6.69
121034,4,0
121035,3,1.83
121035,4,1
121036,3,3.96
121036,4,0
121037,3,2.91
121037,4,0
121038,3,8.12
121038,4,0
121039,3,2.02
121039,4,0
121040,3,5.45
121040,4,0
121041,3,9.96
121041,4,1
121042,3,4.97
121042,4,0
121043,3,5.91
121043,4,0
121044,3,2.05
121044,4,1
121045,3,7.19
121045,4,1
121046,3,6.56
121046,4,0
121047,3,8.55
121047,4,1
121048,3,7.31
121048,4,1
121049,3,4.57
121049,4,0
121050,3,7.36
121050,4,0
121051,3,5.62
121051,4,1
121052,3,9.88
121052,4,1
121053,3,8.77
121053,4,1
121054,3,8.32
121054,4,0
121055,3,9.17
121055,4,0
121056,3,7.78
121056,4,1
121057,3,7.37
121057,4,0
121058,3,7.99
121058,4,1
121059,3,7.35
121059,4,1
121060,3,9.16
121060,4,0
121061,3,4.91
121061,4,0
121062,3,1.1
121062,4,1
121063,3,6.14
121063,4,1
121064,3,2.07
121064,4,0
121065,3,8.41
121065,4,0
121066,3,7.71
121066,4,0
121067,3,3.14
121067,4,0
121068,3,4.37
121068,4,0
121069,3,1.75
121069,4,0
121070,3,3.01
121070,4,1
121071,3,8.22
121071,4,0
121072,3,9.73
121072,4,0
121073,3,3.9
121073,4,1
121074,3,5.75
121074,4,0
121075,3,9.27
121075,4,1
121076,3,5.98
121076,4,1
121077,3,1.68
121077,4,0
121078,3,6.66
121078,4,1
121079,3,3.65
121079,4,0
121080,3,6.65
121080,4,1
121081,3,4.46
121081,4,0
121082,3,1.41
121082,4,1
121083,3,9.63
121083,4,1
121084,3,9.01
121084,4,1
121085,3,1.96
121085,4,0
121086,3,3.5
121086,4,1
121087,3,6.82
121087,4,1
121088,3,4.18
121088,4,1
121089,3,3.39
121089,4,0
121090,3,9.77
121090,4,1
121091,3,5.08
121091,4,0
121092,3,5.82
121092,4,0
121093,3,4.7
121093,4,0
121094,3,7.16
121094,4,0
121095,3,2.2
121095,4,0
121096,3,8.4
121096,4,1
121097,3,4.75
121097,4,0
121098,3,6.52
121098,4,1
121099,3,1.74
121099,4,1
121100,3,8.79
121100,4,0
121101,3,2.48
121101,4,1
121102,3,4.39
121102,4,0
121103,3,5.32
121103,4,0
121104,3,2.35
121104,4,0
121105,3,7.75
121105,4,0
121106,3,9.73
121106,4,0
121107,3,6.12
121107,4,0
121108,3,5.22
121108,4,0
121109,3,2.2
121109,4,0
121110,3,1.51
121110,4,1
121111,3,7.23
121111,4,0
121112,3,10.0
121112,4,1
121113,3,9.22
121113,4,0
121114,3,7.92
121114,4,0
121115,3,7.81
121115,4,0
121116,3,3.23
121116,4,1
121117,3,2.85
121117,4,0
121118,3,9.59
121118,4,0
121119,3,2.87
121119,4,0
121120,3,7.05
121120,4,1
121121,3,1.42
121121,4,0
121122,3,2.02
121122,4,1
121123,3,5.48
121123,4,1
121124,3,7.95
121124,4,0
121125,3,3.77
121125,4,0
121126,3,5.97
121126,4,0
121127,3,1.8
121127,4,0
121128,3,4.63
121128,4,1
121129,3,5.32
121129,4,0
121130,3,7.8
121130,4,0
121131,3,6.75
121131,4,0
121132,3,2.92
121132,4,1
121133,3,6.56
121133,4,1
121134,3,4.16
121134,4,1
121135,3,6.73
121135,4,0
121136,3,4.94
121136,4,0
121137,3,7.54
121137,4,0
121138,3,5.63
121138,4,1
121139,3,9.19
121139,4,1
121140,3,6.6
121140,4,0
121141,3,7.28
121141,4,0
121142,3,2.32
121142,4,1
121143,3,8.58
121143,4,0
121144,3,3.32
121144,4,1
121145,3,1.41
121145,4,1
121146,3,5.43
121146,4,0
121147,3,2.88
121147,4,0
121148,3,3.16
121148,4,0
121149,3,5.84
121149,4,0
121150,3,2.15
121150,4,0
121151,3,4.6
121151,4,1
121152,3,6.77
121152,4,1
121153,3,7.27
121153,4,0
121154,3,9.07
121154,4,0
121155,3,5.64
121155,4,1
121156,3,2.55
121156,4,1
121157,3,3.01
121157,4,0
121158,3,2.52
121158,4,1
121159,3,4.13
121159,4,1
121160,3,1.8
121160,4,0
121161,3,5.81
121161,4,1
121162,3,2.86
121162,4,1
121163,3,2.16
121163,4,1
121164,3,7.21
121164,4,0
121165,3,1.83
121165,4,0
121166,3,6.65
121166,4,0
121167,3,5.6
121167,4,0
121168,3,9.29
121168,4,0
121169,3,1.02
121169,4,1
121170,3,8.26
121170,4,0
121171,3,6.38
121171,4,1
121172,3,2.88
121172,4,0
121173,3,9.32
121173,4,1
121174,3,6.56
121174,4,0
121175,3,5.78
121175,4,1
121176,3,7.73
121176,4,1
121177,3,2.33
121177,4,0
121178,3,7.42
121178,4,0
121179,3,8.6
121179,4,0
121180,3,5.79
121180,4,0
121181,3,8.8
121181,4,1
121182,3,5.79
121182,4,0
121183,3,1.94
121183,4,0
121184,3,4.4
121184,4,1
121185,3,6.08
121185,4,0
121186,3,2.9
121186,4,1
121187,3,5.82
121187,4,0
121188,3,9.01
121188,4,1
121189,3,5.27
121189,4,1
121190,3,8.1
121190,4,0
121191,3,5.32
121191,4,1
121192,3,5.83
121192,4,1
121193,3,6.02
121193,4,1
121194,3,4.88
121194,4,0
121195,3,4.41
121195,4,0
121196,3,4.27
121196,4,1
121197,3,6.47
121197,4,0
121198,3,4.2
121198,4,0
121199,3,3.97
121199,4,0
121200,3,3.14
121200,4,1
121201,3,3.03
121201,4,1
121202,3,3.21
121202,4,1
121203,3,8.66
121203,4,1
121204,3,3.57
121204,4,0
121205,3,1.5
121205,4,0
121206,3,1.72
121206,4,0
121207,3,1.16
121207,4,0
121208,3,9.84
121208,4,0
121209,3,9.07
121209,4,1
121210,3,9.73
121210,4,1
121211,3,1.05
121211,4,1
121212,3,3.32
121212,4,1
121213,3,7.51
121213,4,1
121214,3,9.36
121214,4,0
121215,3,5.82
121215,4,1
121216,3,3.52
121216,4,1
121217,3,2.85
121217,4,1
121218,3,3.91
121218,4,0
121219,3,2.8
121219,4,1
121220,3,3.18
121220,4,0
121221,3,7.37
121221,4,1
121222,3,3.6
121222,4,0
121223,3,5.55
121223,4,0
121224,3,5.33
121224,4,0
121225,3,6.34
121225,4,1
121226,3,4.03
121226,4,1
121227,3,5.94
121227,4,1
121228,3,9.91
121228,4,0
121229,3,7.16
121229,4,1
121230,3,3.29
121230,4,0
121231,3,1.02
121231,4,0
121232,3,6.36
121232,4,1
121233,3,6.45
121233,4,0
121234,3,4.14
121234,4,0
121235,3,8.66
121235,4,1
121236,3,9.69
121236,4,1
121237,3,9.4
121237,4,0
121238,3,9.45
121238,4,1
121239,3,4.41
121239,4,0
121240,3,7.67
121240,4,1
121241,3,1.43
121241,4,0
121242,3,2.26
121242,4,0
121243,3,7.75
121243,4,1
121244,3,2.47
121244,4,0
121245,3,2.68
121245,4,0
121246,3,6.99
121246,4,1
121247,3,9.17
121247,4,0
121248,3,8.89
121248,4,0
121249,3,7.15
121249,4,1
121250,3,4.95
121250,4,1
121251,3,9.1
121251,4,0
121252,3,3.71
121252,4,0
121253,3,4.95
121253,4,0
121254,3,3.09
121254,4,0
121255,3,4.52
121255,4,1
121256,3,5.89
121256,4,1
121257,3,3.06
121257,4,0
121258,3,2.05
121258,4,1
121259,3,4.0
121259,4,0
121260,3,4.01
121260,4,1
121261,3,2.5
121261,4,0
121262,3,6.58
121262,4,1
121263,3,7.67
121263,4,0
121264,3,8.1
121264,4,1
121265,3,7.77
121265,4,0
121266,3,3.24
121266,4,0
121267,3,2.29
121267,4,1
121268,3,6.13
121268,4,1
121269,3,5.45
121269,4,1
121270,3,4.08
121270,4,1
121271,3,5.83
121271,4,0
121272,3,8.62
121272,4,1
121273,3,6.44
121273,4,0
121274,3,8.18
121274,4,0
121275,3,5.38
121275,4,1
121276,3,7.5
121276,4,1
121277,3,1.11
121277,4,0
121278,3,7.25
121278,4,1
121279,3,7.45
121279,4,0
121280,3,4.11
121280,4,0
121281,3,9.63
121281,4,1
121282,3,6.25
121282,4,1
121283,3,4.81
121283,4,1
121284,3,9.53
121284,4,1
121285,3,9.21
121285,4,1
121286,3,5.55
121286,4,0
121287,3,3.3
121287,4,1
121288,3,8.85
121288,4,1
121289,3,1.92
121289,4,1
121290,3,7.27
121290,4,1
121291,3,1.21
121291,4,0
121292,3,2.37
121292,4,1
121293,3,4.37
121293,4,0
121294,3,4.82
121294,4,0
121295,3,1.94
121295,4,0
121296,3,9.33
121296,4,0
121297,3,2.11
121297,4,0
121298,3,9.86
121298,4,1
121299,3,2.68
121299,4,0
121300,3,9.29
121300,4,0
121301,3,3.8
121301,4,0
121302,3,6.32
121302,4,0
121303,3,4.41
121303,4,0
121304,3,4.02
121304,4,1
121305,3,8.09
121305,4,1
121306,3,4.0
121306,4,0
121307,3,4.73
121307,4,1
121308,3,9.28
121308,4,1
121309,3,5.19
121309,4,0
121310,3,7.64
121310,4,0
121311,3,6.28
121311,4,0
121312,3,5.07
121312,4,0
121313,3,3.23
121313,4,0
121314,3,5.49
121314,4,1
121315,3,1.3
121315,4,0
121316,3,4.26
121316,4,0
121317,3,3.5
121317,4,1
121318,3,1.12
121318,4,0
121319,3,5.64
121319,4,0
121320,3,9.65
121320,4,0
121321,3,6.02
121321,4,1
121322,3,1.77
121322,4,0
121323,3,2.66
121323,4,0
121324,3,6.36
121324,4,0
121325,3,4.58
121325,4,0
121326,3,2.89
121326,4,0
121327,3,4.14
121327,4,1
121328,3,2.72
121328,4,0
121329,3,4.4
121329,4,1
121330,3,6.08
121330,4,1
121331,3,3.65
121331,4,0
121332,3,5.08
121332,4,1
121333,3,5.81
121333,4,0
121334,3,4.61
121334,4,1
121335,3,7.89
121335,4,1
121336,3,2.64
121336,4,0
121337,3,1.68
121337,4,0
121338,3,4.36
121338,4,1
121339,3,9.08
121339,4,1
121340,3,4.68
121340,4,0
121341,3,9.81
121341,4,1
121342,3,7.44
121342,4,0
121343,3,4.67
121343,4,0
121344,3,3.0
121344,4,1
121345,3,2.77
121345,4,0
121346,3,1.18
121346,4,1
121347,3,4.05
121347,4,0
121348,3,2.61
121348,4,0
121349,3,6.01
121349,4,1
121350,3,1.89
121350,4,1
121351,3,9.9
121351,4,1
121352,3,8.7
121352,4,0
121353,3,9.66
121353,4,1
121354,3,7.01
121354,4,0
121355,3,4.66
121355,4,0
121356,3,9.07
121356,4,0
121357,3,6.7
121357,4,0
121358,3,2.87
121358,4,0
121359,3,2.1
121359,4,0
121360,3,6.25
121360,4,1
121361,3,7.34
121361,4,0
121362,3,8.36
121362,4,1
121363,3,4.02
121363,4,0
121364,3,4.42
121364,4,0
121365,3,1.31
121365,4,1
121366,3,6.62
121366,4,1
121367,3,7.96
121367,4,0
121368,3,4.93
121368,4,1
121369,3,2.98
121369,4,1
121370,3,7.87
121370,4,1
121371,3,2.03
121371,4,1
121372,3,5.39
121372,4,1
121373,3,5.24
121373,4,1
121374,3,4.83
121374,4,0
121375,3,5.61
121375,4,0
121376,3,5.87
121376,4,0
121377,3,4.62
121377,4,0
121378,3,2.25
121378,4,0
121379,3,4.8
121379,4,1
121380,3,5.73
121380,4,0
121381,3,7.22
121381,4,0
121382,3,1.17
121382,4,1
121383,3,5.77
121383,4,1
121384,3,6.19
121384,4,1
121385,3,1.6
121385,4,0
121386,3,6.86
121386,4,1
121387,3,7.48
121387,4,0
121388,3,1.1
121388,4,0
121389,3,3.37
121389,4,0
121390,3,8.87
121390,4,1
121391,3,3.26
121391,4,0
121392,3,6.99
121392,4,0
121393,3,6.16
121393,4,0
121394,3,4.77
121394,4,1
121395,3,7.94
121395,4,1
121396,3,1.42
121396,4,1
121397,3,9.63
121397,4,0
121398,3,1.75
121398,4,1
121399,3,7.94
121399,4,0
121400,3,4.5
121400,4,1
121401,3,4.93
121401,4,1
121402,3,7.47
121402,4,0
121403,3,6.49
121403,4,1
121404,3,5.28
121404,4,0
121405,3,9.59
121405,4,1
121406,3,7.59
121406,4,0
121407,3,3.43
121407,4,0
121408,3,3.36
121408,4,0
121409,3,8.57
121409,4,0
121410,3,5.47
121410,4,0
121411,3,2.39
121411,4,0
121412,3,7.94
121412,4,0
121413,3,4.1
121413,4,1
121414,3,7.55
121414,4,0
121415,3,7.34
121415,4,1
121416,3,4.91
121416,4,0
121417,3,1.68
121417,4,1
121418,3,8.19
121418,4,1
121419,3,9.71
121419,4,1
121420,3,6.31
121420,4,0
121421,3,3.83
121421,4,0
121422,3,9.26
121422,4,0
121423,3,8.11
121423,4,0
121424,3,5.01
121424,4,0
121425,3,1.78
121425,4,1
121426,3,8.86
121426,4,1
121427,3,6.75
121427,4,0
121428,3,6.93
121428,4,1
121429,3,6.74
121429,4,1
121430,3,3.25
121430,4,0
121431,3,6.82
121431,4,0
121432,3,9.89
121432,4,0
121433,3,7.03
121433,4,1
121434,3,7.35
121434,4,0
121435,3,9.99
121435,4,1
121436,3,6.11
121436,4,1
121437,3,3.82
121437,4,0
121438,3,7.28
121438,4,0
121439,3,2.73
121439,4,1
121440,3,9.74
121440,4,0
121441,3,8.16
121441,4,0
121442,3,8.76
121442,4,0
121443,3,5.1
121443,4,0
121444,3,8.46
121444,4,0
121445,3,6.85
121445,4,1
121446,3,3.07
121446,4,1
121447,3,5.33
121447,4,0
121448,3,7.27
121448,4,1
121449,3,4.97
121449,4,0
121450,3,1.59
121450,4,0
121451,3,8.24
121451,4,1
121452,3,8.12
121452,4,0
121453,3,7.64
121453,4,0
121454,3,8.97
121454,4,1
121455,3,8.89
121455,4,1
121456,3,1.22
121456,4,1
121457,3,9.91
121457,4,0
121458,3,8.87
121458,4,0
121459,3,4.46
121459,4,1
121460,3,8.19
121460,4,0
121461,3,1.09
121461,4,0
121462,3,7.9
121462,4,0
121463,3,1.34
121463,4,1
121464,3,6.65
121464,4,1
121465,3,3.45
121465,4,0
121466,3,7.91
121466,4,0
121467,3,4.03
121467,4,1
121468,3,7.64
121468,4,1
121469,3,1.03
121469,4,0
121470,3,4.19
121470,4,1
121471,3,8.68
121471,4,1
121472,3,3.1
121472,4,0
121473,3,3.5
121473,4,0
121474,3,9.89
121474,4,0
121475,3,1.99
121475,4,0
121476,3,7.12
121476,4,1
121477,3,9.61
121477,4,0
121478,3,8.08
121478,4,0
121479,3,6.3
121479,4,0
121480,3,8.91
121480,4,1
121481,3,6.41
121481,4,1
121482,3,6.52
121482,4,0
121483,3,7.69
121483,4,1
121484,3,3.09
121484,4,1
121485,3,8.54
121485,4,1
121486,3,6.47
121486,4,0
121487,3,2.08
121487,4,0
121488,3,2.59
121488,4,1
121489,3,1.33
121489,4,1
121490,3,8.02
121490,4,1
121491,3,8.21
121491,4,1
121492,3,9.72
121492,4,0
121493,3,5.66
121493,4,1
121494,3,9.95
121494,4,0
121495,3,3.34
121495,4,0
121496,3,7.82
121496,4,1
121497,3,9.97
121497,4,0
121498,3,8.34
121498,4,1
121499,3,6.61
121499,4,0
121500,3,5.83
121500,4,0
121501,3,9.05
121501,4,0
121502,3,1.82
121502,4,0
121503,3,4.52
121503,4,0
121504,3,2.17
121504,4,0
121505,3,1.4
121505,4,1
121506,3,8.76
121506,4,0
121507,3,3.96
121507,4,0
121508,3,5.96
121508,4,0
121509,3,3.53
121509,4,1
121510,3,4.35
121510,4,1
121511,3,7.26
121511,4,1
121512,3,5.46
121512,4,1
121513,3,9.66
121513,4,1
121514,3,7.15
121514,4,0
121515,3,9.92
121515,4,1
121516,3,5.46
121516,4,1
121517,3,5.64
121517,4,0
121518,3,8.42
121518,4,1
121519,3,6.96
121519,4,1
121520,3,6.09
121520,4,0
121521,3,7.61
121521,4,1
121522,3,8.18
121522,4,1
121523,3,3.21
121523,4,0
121524,3,8.81
121524,4,0
121525,3,4.01
121525,4,0
121526,3,7.28
121526,4,1
121527,3,1.95
121527,4,0
121528,3,7.77
121528,4,0
121529,3,8.93
121529,4,0
121530,3,8.85
121530,4,0
121531,3,8.91
121531,4,1
121532,3,2.16
121532,4,0
121533,3,3.06
121533,4,0
121534,3,2.45
121534,4,1
121535,3,6.01
121535,4,0
121536,3,5.57
121536,4,0
121537,3,2.74
121537,4,0
121538,3,6.55
121538,4,0
121539,3,6.04
121539,4,1
121540,3,3.34
121540,4,1
121541,3,1.08
121541,4,0
121542,3,8.02
121542,4,1
121543,3,3.55
121543,4,0
121544,3,5.87
121544,4,1
121545,3,8.56
121545,4,1
121546,3,6.69
121546,4,1
121547,3,7.78
121547,4,1
121548,3,9.44
121548,4,1
121549,3,7.94
121549,4,1
121550,3,3.71
121550,4,0
121551,3,7.94
121551,4,0
121552,3,6.24
121552,4,0
121553,3,1.52
121553,4,1
121554,3,1.41
121554,4,1
121555,3,9.91
121555,4,0
121556,3,9.72
121556,4,1
121557,3,6.83
121557,4,1
121558,3,7.82
121558,4,0
121559,3,1.59
121559,4,0
121560,3,3.91
121560,4,0
121561,3,8.37
121561,4,0
121562,3,7.15
121562,4,1
121563,3,2.43
121563,4,1
121564,3,9.97
121564,4,0
121565,3,1.92
121565,4,0
121566,3,2.47
121566,4,0
121567,3,8.43
121567,4,0
121568,3,2.99
121568,4,1
121569,3,7.96
121569,4,1
121570,3,6.89
121570,4,0
121571,3,8.81
121571,4,1
121572,3,2.36
121572,4,1
121573,3,7.58
121573,4,0
121574,3,4.78
121574,4,0
121575,3,9.68
121575,4,0
121576,3,3.47
121576,4,0
121577,3,3.81
121577,4,1
121578,3,9.05
121578,4,0
121579,3,7.71
121579,4,0
121580,3,1.28
121580,4,0
121581,3,7.43
121581,4,1
121582,3,8.78
121582,4,1
121583,3,5.89
121583,4,1
121584,3,2.67
121584,4,0
121585,3,1.82
121585,4,1
121586,3,7.94
121586,4,1
121587,3,5.77
121587,4,0
121588,3,6.64
121588,4,1
121589,3,3.65
121589,4,1
121590,3,9.29
121590,4,0
121591,3,2.67
121591,4,0
121592,3,5.33
121592,4,1
121593,3,6.38
121593,4,1
121594,3,7.17
121594,4,1
121595,3,6.03
121595,4,1
121596,3,5.42
121596,4,0
121597,3,6.86
121597,4,0
121598,3,3.42
121598,4,1
121599,3,4.9
121599,4,1
121600,3,5.1
121600,4,1
121601,3,5.18
121601,4,1
121602,3,4.53
121602,4,1
121603,3,9.77
121603,4,1
121604,3,3.62
121604,4,0
121605,3,7.81
121605,4,1
121606,3,8.02
121606,4,1
121607,3,7.52
121607,4,0
121608,3,1.94
121608,4,0
121609,3,1.93
121609,4,1
121610,3,2.28
121610,4,1
121611,3,5.34
121611,4,1
121612,3,7.32
121612,4,1
121613,3,7.98
121613,4,1
121614,3,3.94
121614,4,1
121615,3,5.81
121615,4,0
121616,3,4.16
121616,4,0
121617,3,8.42
121617,4,1
121618,3,4.57
121618,4,1
121619,3,9.8
121619,4,1
121620,3,7.21
121620,4,1
121621,3,8.39
121621,4,1
121622,3,2.51
121622,4,0
121623,3,9.56
121623,4,0
121624,3,7.36
121624,4,1
121625,3,6.35
121625,4,0
121626,3,1.47
121626,4,1
121627,3,3.69
121627,4,1
121628,3,8.84
121628,4,1
121629,3,6.63
121629,4,1
121630,3,4.06
121630,4,0
121631,3,5.36
121631,4,0
